product_name,product_url,product_brand,product_image_url,product_image_type,product_image_name,product_code,product_description,product_unit_price,product_currency,product_discount_percentage,product_total_orders,product_stock_quantity,product_total_ratings,product_overall_stars,category_name
CHOCOLATE TRUFFLE (12v),https://www.panacota.vn/products/chocolate-truffle-hop-12v,panacota,https://product.hstatic.net/200000723779/product/e4dd120302d14da2bd83593ccbea79f6_ac3fc72c5573409081efa868c639fa4e_small.jpg|https://product.hstatic.net/200000723779/product/2_cbec8688041449379361b33e6c261190_small.png|https://product.hstatic.net/200000723779/product/426092274_698177705852139_4479581300407998179_n_0de6dc5ef2b3473cab9a929944bcc3bc_small.jpeg|https://product.hstatic.net/200000723779/product/425836033_698177815852128_7474114872002421346_n_1e0237223c0b4929a47673764787532b_small.jpeg,1,CHOCOLATE TRUFFLE (12v)|CHOCOLATE TRUFFLE (12v)|CHOCOLATE TRUFFLE (12v)|CHOCOLATE TRUFFLE (12v),PA-PA-037,"TRUFFLE CHOCOLATE Dòng chocolate tươi được làm từ pure chocolate đen đắng, bơ Pháp và kem tươi . Độ tươi thể hiện ở sự mềm mại , tan mát và nguyên chất với hàm lượng cacao đậm đà đặc trưng 60% Bên trong là lớp ganahe mềm mượt, tan chảy trong miệng, bên ngoài là lớp bột cacao nguyên chất, matcha thanh mát, coconut béo thơm hay hạnh nhân bùi ngậy...",180000,₫,0,289,50,43,4.8,Pastries & Pies
CHOCOLATE TRUFFLE (15v),https://www.panacota.vn/products/chocolate-truffle-18v,panacota,https://product.hstatic.net/200000723779/product/425822779_698177809185462_1887096497799002510_n_91bd900598cc48fc905ff387bce54ea6_small.jpeg|https://product.hstatic.net/200000723779/product/426187572_698177755852134_3286574332393647781_n_45dcb5ad80464e519c539fec4c87acec_small.jpeg|https://product.hstatic.net/200000723779/product/425822918_698177785852131_3181083573756363950_n_396a69436a4b4f50878f0216a87e6f58_small.jpeg|https://product.hstatic.net/200000723779/product/425583180_698177732518803_2894918375468254642_n_5b30e6d4aa3c430f9c68de18ae8a4e8a_small.jpeg|https://product.hstatic.net/200000723779/product/425805253_698177729185470_6087815359328333504_n_d34716baa94b4f2aa356f50c253e7d13_small.jpeg|https://product.hstatic.net/200000723779/product/426176023_698177769185466_6865722330775062131_n_b5e0996bac9949dc8fb37be90c01eab0_small.jpeg|https://product.hstatic.net/200000723779/product/425817186_698177805852129_3247462201038518639_n_d952dfaa894749cda9b2994a6d0b6b57_small.jpeg|https://product.hstatic.net/200000723779/product/425781175_698177752518801_1590355221658226474_n_c8a82011457f497b8a4c8c4fdb046e81_small.jpeg|https://product.hstatic.net/200000723779/product/8ddea9e0658f48269da69b9ab9860664_6acc7769caf3450da38129342838e62e_small.jpg|https://product.hstatic.net/200000723779/product/59acf413e80545aa8f0e8b47d1c68e19_609e84c2494e4dedab5dd65c717d30db_small.jpeg|https://product.hstatic.net/200000723779/product/3ed3c183bfb444ea8668da027d2760f7_e3a7c6011a484df9aeafe9560b0fb3c5_small.jpeg|https://product.hstatic.net/200000723779/product/191e127171204efbb15422c81cf91137_dea9e442f3c740129634e0c3f53b223c_small.jpeg,1,CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v)|CHOCOLATE TRUFFLE (15v),PA-PA-038,"TRUFFLE CHOCOLATE Dòng chocolate tươi được làm từ pure chocolate đen đắng, bơ Pháp và kem tươi . Độ tươi thể hiện ở sự mềm mại , tan mát và nguyên chất với hàm lượng cacao đậm đà đặc trưng 60% Bên trong là lớp ganahe mềm mượt, tan chảy trong miệng, bên ngoài là lớp bột cacao nguyên chất, matcha thanh mát, coconut béo thơm hay hạnh nhân bùi ngậy...",290000,₫,0,7,50,187,4.1,Pastries & Pies
FINANCIER DONUT LỚN,https://www.panacota.vn/products/financier-donut-le,panacota,https://product.hstatic.net/200000723779/product/ezy_watermark_25-11-2024_02-05-56-4740pm_6618a564f0ba4961b799b3bfc453273a_small.jpg|https://product.hstatic.net/200000723779/product/ezy_watermark_25-11-2024_02-05-57-4520pm_f59254f0ca7d4ce9a6b47652a65fff78_small.jpg|https://product.hstatic.net/200000723779/product/ezy_watermark_25-11-2024_02-05-58-3530pm_7219a77f34f049b5807111dad810c1ee_small.jpg|https://product.hstatic.net/200000723779/product/6b14884b30e74d0d9c2359473b25758c_65839c5f6b2a4e9796b59a546ed8d411_small.jpeg,1,FINANCIER DONUT LỚN|FINANCIER DONUT LỚN|FINANCIER DONUT LỚN|FINANCIER DONUT LỚN,PA-PA-039,"Cốt bánh Financier hạnh nhân, bên trên phủ socola, trang trí kẹo đường lấp lánh.Cốt bánh hạnh nhân bơ béo ngậy mềm ẩm hoà quyện với lớp chocolate ngọt ngào thơm lừng.",35000,₫,47,47,50,22,3.4,Pastries & Pies
SET CUPCAKE KEM BƠ 6C,https://www.panacota.vn/products/cupcake-ma-quai,panacota,https://product.hstatic.net/200000723779/product/1_9622cb0386474b4899423437ef846673_small.png|https://product.hstatic.net/200000723779/product/13_f3949ea1ee0a41a9813445c9bddf3803_small.png|https://product.hstatic.net/200000723779/product/ezy_watermark_30-11-2024_10-21-37-0850am_b7540118029747ed9863bd0a38a63bfd_small.jpg|https://product.hstatic.net/200000723779/product/ezy_watermark_30-11-2024_10-21-38-2090am_6508fb6c3c3e44ad9d7d4fe030f4a7c9_small.jpg|https://product.hstatic.net/200000723779/product/ezy_watermark_30-11-2024_10-21-39-0800am_65662aca9a7a4c84b5f74e9e93da8703_small.jpg|https://product.hstatic.net/200000723779/product/ezy_watermark_30-11-2024_12-23-36-3840am_e7d8b7a949744224ad9bd420187ea9de_small.jpg,1,SET CUPCAKE KEM BƠ 6C|SET CUPCAKE KEM BƠ 6C|SET CUPCAKE KEM BƠ 6C|SET CUPCAKE KEM BƠ 6C|SET CUPCAKE KEM BƠ 6C|SET CUPCAKE KEM BƠ 6C,PA-BI-016,"

Set Cupcake Kem Bơ 6C

Hương liệu:

Thành phần:

* Hương liệu vani tự nhiên
* Kem dừa
* Sữa tươi không đường
* Các loại siro hương vani và trái cây tổng hợp để tạo màu sắc, mùi vị đa dạng cho kem

Hướng dẫn:

1. Chuẩn bị khuôn cupcake (kích thước 8 inch), lót giấy nến hoặc phết một lớp bơ mỏng vào đáy.

2. Trộn kem dừa với sữa tươi không đường trong nồi nhỏ đặt trên bếp ở mức lửa vừa-nhỏ, khuấy đều tay cho đến khi hỗn hợp nóng và mịn màng nhưng vẫn còn hơi lỏng.

3. Tiếp theo, rây đều các loại siro hương vani tự nhiên hoặc các hương liệu trái cây tổng hợp như dâu tây, mâm xôi,... vào kem dừa đã đun chảy trước đó.

4. Khi hỗn hợp đã hoàn toàn ấm lên (khoảng 70°C), từ từ đổ hỗn hợp kem dừa-sữa này vào khuôn cupcake đã chuẩn bị sẵn và khuấy đều nhẹ nhàng cho đến khi kem được phủ kín toàn bộ mặt trên của mỗi chiếc bánh cupcake.

5. Đặt khuôn cupcake đã có kem lên một khay đá, ấn nhẹ để loại bỏ phần bọt khí nổi lên bề mặt.

6. Để kem nguội hoàn toàn trong khoảng 10-15 phút trước khi thêm lớp kem phủ khác (như đậu đỏ, trái cây tươi,...).

7. Khi lớp kem phủ đã đông lại và sẵn sàng sử dụng, đặt bánh cupcake lên khay và thưởng thức ngay!","{'product_sizes': 'S|M|L', 'product_prices': '250000|255000|260000'}",₫,0,105,50,30,3.2,Sets
SET FINANCIER DONUT (4C),https://www.panacota.vn/products/set-donut-noel,panacota,https://product.hstatic.net/200000723779/product/9_e87437021f3b40e68d5499d2e3c334ed_small.png|https://product.hstatic.net/200000723779/product/3_f90deed49a414b4ca47aa3d97f7d4ef5_small.png|https://product.hstatic.net/200000723779/product/img_6513_cd5e86542cf344a2947bad036ca4baa9_small.jpeg|https://product.hstatic.net/200000723779/product/img_6518_7f55b81e154c4addbda7a1c99bcf96c4_small.jpeg|https://product.hstatic.net/200000723779/product/5_5fcfb746a9d04a97bd426cedc65aa5c2_small.png|https://product.hstatic.net/200000723779/product/6_21737a4f11874795b07862f59c437984_small.png|https://product.hstatic.net/200000723779/product/14_ac23b6712fa9498a9c59877c51e8a962_small.png|https://product.hstatic.net/200000723779/product/f45f7858e7604126805012ae55095625_54d41bd136774663a8c501aeb8238997_small.jpeg|https://product.hstatic.net/200000723779/product/e521f0cf21174aad85fc84db62063d37_c58e8ce948a841978d565ee97dba2795_small.jpeg|https://product.hstatic.net/200000723779/product/d36cff84402d480ca541b435aec0f4ec_4fd83ec108194b85989b5bb1194aa823_small.jpeg|https://product.hstatic.net/200000723779/product/dcd96d03ab554a5a89bc21ca7e73b074_78ae4f8b58fd4c5d92163ee0e9413b90_small.jpeg,1,SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C)|SET FINANCIER DONUT (4C),PA-BI-017,Set CHRISTMAS DONUTCốt bánh hạnh nhân bơ béo ngậy mềm ẩm hoà quyện với lớp chocolate ngọt ngào thơm lừng mang tone màu đặc trưng của Noel : đỏ - xanh - trắng - nâu 🎄,"{'product_sizes': 'S|M|L', 'product_prices': '185000|190000|195000'}",₫,0,190,50,14,3.8,Sets
BÁNH CANELE,https://www.panacota.vn/products/banh-canele-1,panacota,https://product.hstatic.net/200000723779/product/a12bef1b3b63473a94e6dc15f079565a_8db4f7a4e6df43dd8f8ad7f05dc8a6cf_small.jpg,1,BÁNH CANELE,PA-PA-040,"

Bánh Canele là một loại bánh ngọt kiểu Pháp cổ điển, được làm từ lớp vỏ giòn và lớp nhân ngọt ngào với một chút giòn tan. Với sự pha trộn hoàn hảo giữa các hương vị mặn, ngọt và hoa, bánh Canele thực sự gây ấn tượng mạnh.

Thành phần:
- Bột mì: Loại bột này có hàm lượng protein trung bình, giúp cho bánh có kết cấu đặc trưng của nó khi nướng chín. 
- Đường: Đây là thành phần chính tạo nên độ ngọt đậm đà cho chiếc bánh. Nó được sử dụng để làm lớp vỏ giòn tan và mang lại hương vị ngọt ngào.
- Bơ: Để tăng thêm độ béo ngậy, bơ được sử dụng trong nhân bánh Canele. Nó giúp làm mềm các thành phần khác đồng thời cũng bổ sung một số hương thơm hấp dẫn.
- Trứng gà: Một quả trứng có thể cung cấp cho chiếc bánh Canele một lượng protein và chất béo tốt. 
- Sữa tươi: Để tạo nên sự mềm mịn, sữa được sử dụng trong hỗn hợp nhân bánh. Nó giúp kết nối các thành phần khác với nhau đồng thời cũng mang lại hương vị ngọt ngào.

Quy trình:
- Đầu tiên bột mì sẽ được trộn đều cùng đường để làm vỏ bánh. Sau đó trứng gà và sữa tươi sẽ được thêm vào từng thìa một cho đến khi đạt được độ sệt mong muốn. 
- Cuối cùng, hỗn hợp nhân sẽ được đổ lên lớp vỏ giòn đã chuẩn bị sẵn rồi nướng chín trong lò.

Hương vị:
Bánh Canele có hương vị ngọt ngào đậm đà với chút beo béo của bơ. Kết cấu đặc trưng khiến nó trở thành một món ăn cổ điển và dễ gây nghiện cho mọi người. 

Bánh Canele là lựa chọn tuyệt vời để thưởng thức khi bạn muốn thưởng thức sự kết hợp giữa các hương vị mặn, ngọt và hoa quả.

Hương thơm và hương vị:
- Bánh Canele có mùi thơm hấp dẫn từ bột mì mới nướng nóng hổi. Khi mở hộp bánh, bạn sẽ thấy lớp vỏ giòn tan bên ngoài cùng với phần nhân thơm ngon bên trong. 
- Hương vị của bánh Canele là sự hòa quyện hoàn hảo giữa các thành phần mặn, ngọt và hoa quả. Nó mang đến cho người ăn một trải nghiệm tuyệt vời khi thưởng thức.

Công dụng:
Bánh Canele có thể được dùng như món tráng miệng hoặc bữa sáng muộn vào cuối tuần cùng bạn bè hay gia đình để tận hưởng hương vị hấp dẫn của nó. 

Một số gợi ý:
- Thưởng thức bánh Canele với tách trà hoặc cafe nóng, chắc chắn sẽ mang lại cho bạn một trải nghiệm ẩm thực khó quên.
- Nếu bạn muốn có một món ăn vặt lành mạnh, hãy thử làm bánh Canele như một bữa ăn nhẹ giữa ngày. Nó rất thích hợp để thưởng thức vào buổi tối muộn cùng gia đình. 

Tóm lại:
Bánh Canele là loại bánh ngọt kiểu Pháp cổ điển với hương vị hấp dẫn và kết cấu đặc trưng không thể chối từ. Từ lớp vỏ giòn tan đến phần nhân mềm mịn, bánh Canele chắc chắn sẽ gây ấn tượng cho những ai yêu thích đồ ngọt.",35000,₫,0,340,50,47,3.5,Pastries & Pies
BÁNH CON SÒ LẺ - MADELEINE,https://www.panacota.vn/products/banh-con-so-le-madeilene,panacota,https://product.hstatic.net/200000723779/product/ea8308101b3c4e65aab821bd79256ed0_f724f0542bec4679bdf1a07765407858_small.jpg|https://product.hstatic.net/200000723779/product/295363946_5243052095785303_5958605355589489024_n_b616e7d25a9b4cd5b8411ab955a10928_small.jpeg,1,BÁNH CON SÒ LẺ - MADELEINE|BÁNH CON SÒ LẺ - MADELEINE,PA-PA-041,"Chiếc bánh hình con sò thơm phức bơ. Thường được sử dụng trong các buổi tiệc trà.Bánh mềm ẩm và ngọt nhẹ, phảng phất hương vị đặc trưng của bơ nâu.Bánh ngon hơn khi dùng cùng với trà/cafe.",20000,₫,0,327,50,15,3.9,Pastries & Pies
BÁNH CUỘN TIRAMISU,https://www.panacota.vn/products/banh-cuon-tiramisu,panacota,,1,,PA-CA-157,"

Bánh cuộn tiramisu của chúng tôi là một sự bổ sung hoàn hảo cho bất kỳ món tráng miệng nào. Thành phần chính trong sản phẩm này được làm từ cà phê, kem sữa và phô mai mascarpone tự nhiên.

Thành phần:
- Cà phê: Được chọn lọc cẩn thận để có hương vị đậm đà nhất với sự cân bằng giữa vị đắng nhẹ của hạt cà phê Arabica và vị ngọt tinh tế của hạt cà phê Robusta. Chúng tôi sử dụng 100% cà phê Arabica rang để tạo ra bánh cuộn tiramisu ngon hoàn hảo.
- Kem sữa: Được làm từ sữa tươi nguyên chất, kem sữa của chúng tôi được đánh bông cho đến khi sánh mịn với hương vị thơm ngon không thể chối từ. Sản phẩm này có độ béo ngậy vừa phải và tan chảy trên đầu lưỡi một cách mượt mà.
- Phô mai mascarpone: Đây là loại phô mai tự nhiên mang lại sự mềm mại, dẻo dai cùng màu hồng sáng bắt mắt cho bánh cuộn tiramisu của chúng tôi. Với thành phần chính từ kem sữa tươi cao cấp, phô mai mascarpone này không chỉ có hương vị thơm ngon mà còn rất giàu dinh dưỡng.

Bánh cuộn tiramisu tự nhiên và hoàn toàn thủ công tại nhà máy của chúng tôi mang đến sự kết hợp độc đáo giữa các nguyên liệu chất lượng hàng đầu. Từ việc lựa chọn cà phê cho đến phô mai mascarpone, sản phẩm này được chế biến tỉ mỉ để đạt độ đồng nhất cao trong từng miếng bánh.

Thiết kế:
Bánh cuộn tiramisu có thiết kế đẹp mắt và tinh tế với màu sắc trang nhã - màu nâu nhạt từ cà phê cùng sự ngọt ngào của kem sữa. Nắp bánh bằng giấy bạc kết hợp hoàn hảo tạo thành một chiếc bánh sang trọng, thích hợp làm quà tặng hoặc thưởng thức hàng ngày.

Hương vị: Bánh cuộn tiramisu tự nhiên có hương vị đậm đà và quyến rũ với lớp kem phô mai béo ngậy lan tỏa khắp các giác quan của bạn. Bạn sẽ cảm nhận được sự hòa quyện hoàn hảo giữa cà phê Arabica rang cùng sữa tươi nguyên chất, tạo nên một bản giao hưởng ngọt ngào tuyệt vời.

Kết cấu: Bánh cuộn tiramisu có kết cấu mềm mịn và dẻo dai với độ đàn hồi tốt, không quá cứng cũng như không bị nhão. Sự cân bằng tinh tế trong các thành phần mang đến sự hài hòa về hương vị cho chiếc bánh này. Bạn sẽ muốn thưởng thức nó nhiều lần để cảm nhận trọn vẹn sự khác biệt so với những loại bánh cuộn thông thường.

Bánh cuộn tiramisu tự nhiên và thủ công của chúng tôi là một lựa chọn hoàn hảo khi bạn đang tìm kiếm món tráng miệng tinh tế, hấp dẫn mọi giác quan. Hãy thử ngay hôm nay!","{'product_sizes': 'S|M|L', 'product_prices': '60000|72000|84000'}",₫,37,438,50,176,4.8,Cakes
BÁNH FINANCIER CARAMEL BƠ MẶN,https://www.panacota.vn/products/banh-financier-caramel-bo-man,panacota,https://product.hstatic.net/200000723779/product/58_71252cadc14a418fa0d357b9777aad9f_small.png,1,BÁNH FINANCIER CARAMEL BƠ MẶN,PA-BR-071,"Bánh Financier là một loại bánh kiểu Pháp, mang đậm mùi hạnh nhân và bơ, bên trong ruột bánh mềm đặc và béo ngậy.Hương thơm ngào ngạt say đắm từ bơ nâu và hạnh nhân thơm bùi hoà quyện với hạt dẻ cười nghiền mịn hay nhân caramel bơ mặn thơm lừng.Bánh thường được dùng trong các buổi trà chiều/ tiệc trà/ tiệc ngọt.",25000,₫,35,468,50,44,4.9,Breads & Buns
BÁNH FINANCIER NAM VIỆT QUẤT,https://www.panacota.vn/products/banh-financier-nam-viet-quat,panacota,https://product.hstatic.net/200000723779/product/57_7f616d8500184cbaa1e723477d6e2130_small.png|https://product.hstatic.net/200000723779/product/906ed9a7-533b-44b8-a2de-73fa9d4db1e8_da587af363e94853a27dfda0751b5a80_small.jpeg|https://product.hstatic.net/200000723779/product/9e084b57-2cb1-4ed6-a36d-12d8358393f6_f150eb962b784eaf85c3c2bdae6e2107_small.jpeg|https://product.hstatic.net/200000723779/product/de3550f9-53ff-482f-8a24-d5c9be3ac217_a1d8eb30bb8642daa18fc2e239f77c61_small.jpeg,1,BÁNH FINANCIER NAM VIỆT QUẤT|BÁNH FINANCIER NAM VIỆT QUẤT|BÁNH FINANCIER NAM VIỆT QUẤT|BÁNH FINANCIER NAM VIỆT QUẤT,PA-BR-072,Bánh hạnh nhân nướng cùng quả nam việt quất chua chua ngọt ngọt...,25000,₫,0,307,50,229,4.6,Breads & Buns
BÁNH PHOMAI CHÁY TIRAMISU MIẾNG,https://www.panacota.vn/products/banh-phomai-chay-tiramisu-mieng,panacota,,1,,PA-CA-158,"

BÁNH PHOMAI CHÁY TIRAMISU MIẾNG

Một món ăn ngon và độc đáo được làm từ những miếng bánh phô mai tan chảy tuyệt vời! Bánh phô mai cháy Tiramisu này là sự kết hợp hoàn hảo giữa sự mềm mại của phô mai kem và vị đậm đà, béo ngậy của phô mai cháy. Mỗi miếng cắn đều khiến bạn muốn thưởng thức thêm nữa.

Bánh phô mai cháy Tiramisu có lớp vỏ bánh quy giòn rụm bên ngoài với hương vị hạt dẻ nhẹ nhàng ở phía trên cùng. Bạn sẽ không thể cưỡng lại được việc nhúng từng miếng bánh vào lớp kem phô mai kem mịn và cắn một miếng! Sự kết hợp giữa phô mai kem và vị ngọt của lớp kem phủ đã tạo ra một món ăn không chỉ thỏa mãn về mặt thị giác mà còn hài lòng cả về hương vị.

Với sự kết hợp tuyệt vời này, món ăn này có thể gây nghiện ngay lập tức. Bạn sẽ thích thú khi cắn miếng bánh phô mai cháy Tiramisu đầu tiên và thưởng thức cảm giác tan chảy của lớp kem phủ trên từng miếng bánh!

Được làm bằng cách sử dụng công thức đặc biệt cho món ăn này, mỗi miếng bánh được cắt thành các kích thước hoàn hảo để vừa với tay bạn. Bạn có thể dễ dàng đặt một hoặc hai miếng vào miệng mà không gây khó khăn! Hãy thử ngay bây giờ và cảm nhận sự khác biệt của món ăn mới lạ và ngon miệng này!

Với lớp vỏ bánh quy giòn tan cùng hương vị hạt dẻ nhẹ nhàng, món ăn này chắc chắn sẽ là lựa chọn hoàn hảo cho bất kỳ dịp nào. Hãy thưởng thức một miếng bánh phô mai cháy Tiramisu để có được trải nghiệm hương vị khó quên!","{'product_sizes': 'S|M|L', 'product_prices': '75000|87000|99000'}",₫,0,164,50,97,3.2,Cakes
BÔNG LAN CHÀ BÔNG RONG BIỂN (2 BÁNH),https://www.panacota.vn/products/bong-lan-cha-bong-rong-bien-2-banh,panacota,https://product.hstatic.net/200000723779/product/bed6293c42984f9684d0fcd16405e6ab_85135ee02c234a078709ae39948ecd20_small.jpg|https://product.hstatic.net/200000723779/product/293747699_5207178412706005_2376401425692955588_n_fcd3e88bd29c42d6a5476407355af1bf_small.jpeg|https://product.hstatic.net/200000723779/product/293434070_5207178586039321_8520642142211827801_n_2daab99abe8f42b194ebe2db1b50b2ab_small.jpeg|https://product.hstatic.net/200000723779/product/293784003_5207178462706000_4398203910175793183_n_eda8e23b9b6246dba7017853fcf24b26_small.jpeg|https://product.hstatic.net/200000723779/product/293408216_5207178516039328_9067059988269269125_n_e571d6da74f2403eaaa13f945e6fdee7_small.jpeg,1,BÔNG LAN CHÀ BÔNG RONG BIỂN (2 BÁNH)|BÔNG LAN CHÀ BÔNG RONG BIỂN (2 BÁNH)|BÔNG LAN CHÀ BÔNG RONG BIỂN (2 BÁNH)|BÔNG LAN CHÀ BÔNG RONG BIỂN (2 BÁNH)|BÔNG LAN CHÀ BÔNG RONG BIỂN (2 BÁNH),PA-CA-159,"Bông lan chà bông rong biển mềm thơm béo ngậyCốt bánh bông mềm hoà quyện cùng sốt kem trứng sánh mịn béo mướt, chà bông ngũ vị rong biển thơm phức","{'product_sizes': 'S|M|L', 'product_prices': '65000|77000|89000'}",₫,0,449,50,29,4.4,Cakes
BÔNG LAN PHOMAI NHẬT 12cm,https://www.panacota.vn/products/bong-lan-phomai-nhat-12cm,panacota,https://product.hstatic.net/200000723779/product/95762039bf7c4e6a9eb4ae8f5cc41751_8971f99d90ea4c6db2a98de2bdc14cf3_small.jpg|https://product.hstatic.net/200000723779/product/320408908_1097655827562786_9038653502930160768_n_8352dcb0a52f4fab8796113c715ce63d_small.jpeg|https://product.hstatic.net/200000723779/product/img_0453_805abcb18ffd49499c1237aa5af0df33_small.jpg|https://product.hstatic.net/200000723779/product/img_0446_252830f961614947a596d6a9e4a24243_small.jpg,1,BÔNG LAN PHOMAI NHẬT 12cm|BÔNG LAN PHOMAI NHẬT 12cm|BÔNG LAN PHOMAI NHẬT 12cm|BÔNG LAN PHOMAI NHẬT 12cm,PA-CA-160,"Bánh mềm tan và bông mịn, thấm đẫm hương vị của bơ sữa và phomai hảo hạng. Là sự kết hợp giữa gato và cheese cake : vừa bông xốp vừa ẩm mịn béo ngậy. Kết cấu bánh vô cùng đặc biệt: mịn nhẹ và xốp phồng như bông. Cốt bánh mềm, không bị quá ẩm, có độ rung “phát thèm” khi mới vừa ra khỏi lò Bánh để lạnh ăn cực đã nha mọi người","{'product_sizes': 'S|M|L', 'product_prices': '120000|132000|144000'}",₫,0,191,50,71,3.6,Cakes
BÔNG LAN PHOMAI NHẬT MINI,https://www.panacota.vn/products/bong-lan-phomai-nhat-be,panacota,https://product.hstatic.net/200000723779/product/1af1bdcfdea646b5bb5925427f5ee2ea_eca95104455d49dd9c2dbd02359c1e29_small.jpeg|https://product.hstatic.net/200000723779/product/5aa9a468dbc34e43ba3eee5ee9414704_3eab586f0f49468c99b4253f1977049d_small.jpeg|https://product.hstatic.net/200000723779/product/76acbee4d9ff477782ae464f729ea360_3110dde5a85d4398b6ff62d7e25e20b0_small.jpeg|https://product.hstatic.net/200000723779/product/1cd042511a6e479c8249f22cf647d23d_ae99b7cdc23b45908d38ecd39bdb362c_small.jpeg|https://product.hstatic.net/200000723779/product/d824fd8346d7473cb3c497d911203830_75e39d6822c543e994cc1aad74f5d108_small.jpeg,1,BÔNG LAN PHOMAI NHẬT MINI|BÔNG LAN PHOMAI NHẬT MINI|BÔNG LAN PHOMAI NHẬT MINI|BÔNG LAN PHOMAI NHẬT MINI|BÔNG LAN PHOMAI NHẬT MINI,PA-CA-161,"Bánh mềm tan và bông mịn, thấm đẫm hương vị của bơ sữa và phomai hảo hạng. Là sự kết hợp giữa gato và cheese cake : vừa bông xốp vừa ẩm mịn béo ngậy. Kết cấu bánh vô cùng đặc biệt: mịn nhẹ và xốp phồng như bông. Cốt bánh mềm, không bị quá ẩm, có độ rung “phát thèm” khi mới vừa ra khỏi lò Bánh để lạnh ăn cực đã nha mọi người","{'product_sizes': 'S|M|L', 'product_prices': '50000|62000|74000'}",₫,0,467,50,180,3.4,Cakes
BÔNG LAN SOCOLA TƯƠI,https://www.panacota.vn/products/bong-lan-socola-tuoi,panacota,https://product.hstatic.net/200000723779/product/e7110c59dba54da280dc07a80f20fcde_511b883230ff4bdea786bbd60d14f867_small.jpg|https://product.hstatic.net/200000723779/product/62afb9a8eb3c485584bcf563c31d633b_76553c0b9d3a42308ab2ac7eb23c4764_small.jpeg|https://product.hstatic.net/200000723779/product/bd097de9c7714b4ca9267066b171cfb2_04b1208e701b44bc8d4de4664bd287a3_small.jpeg|https://product.hstatic.net/200000723779/product/7bcde37c61fd4a17a11ea3aca69e3ff5_9eed7c5469334a6bb0390d243c1a73a9_small.jpeg|https://product.hstatic.net/200000723779/product/5a8028ef79094c7b8a3d18c8eed90d4a_5313dd1eb80e4a1a857a1168478725b0_small.jpeg,1,BÔNG LAN SOCOLA TƯƠI|BÔNG LAN SOCOLA TƯƠI|BÔNG LAN SOCOLA TƯƠI|BÔNG LAN SOCOLA TƯƠI|BÔNG LAN SOCOLA TƯƠI,PA-CA-162,"Bánh chocolate tươi có hương vị rất đặc biệt, rất nhẹ, rất mềm, rất xốp, và ẩm mịn, đặc biệt là nổi bật lên hương vị của chocolate đen đắng.Bánh được bổ sung thêm lượng chocolate nguyên chất và chocolate bào trên mặt bánh => Bánh càng thơm và mềm ngậy hơn Kĩ thuật nướng bánh cách thuỷ khiến miếng bánh mịn mượt vô cùng, không hề bị khô hay bứ chút nào. Ăn tì tì lunnn không chán í ah Lượng chocolate trong bánh tương đối lớn nên bánh để lạnh đặc biệt ăn càng ngon","{'product_sizes': 'S|M|L', 'product_prices': '95000|107000|119000'}",₫,0,265,50,16,4.5,Cakes
